Step;w;x;TaskTime;y
93;0.000000000000;0.010759395184;9.300000190735;0.009652613497
94;0.000000000000;0.009652613497;9.399999618530;0.008659682605
95;0.000000000000;0.008659682605;9.500000000000;0.007768891072
96;0.000000000000;0.007768891072;9.600000381470;0.006969732176
97;0.000000000000;0.006969732176;9.699999809265;0.006252779986
98;0.000000000000;0.006252779986;9.800000190735;0.005609578183
99;0.000000000000;0.005609578183;9.899999618530;0.005032540320
100;0.000000000000;0.005032540320;10.000000000000;0.004514860341
101;0.000000000000;0.004514860341;10.100000381470;0.004050432307
102;1.000000000000;0.004050432307;10.199999809265;0.078633778376
103;1.000000000000;0.078633778376;10.300000190735;0.172634984190
104;1.000000000000;0.172634984190;10.399999618530;0.257721515916
105;1.000000000000;0.257721515916;10.500000000000;0.334076527618
106;1.000000000000;0.334076527618;10.600000381470;0.402577750149
107;1.000000000000;0.402577750149;10.699999809265;0.464032505697
108;1.000000000000;0.464032505697;10.800000190735;0.519165624016
109;1.000000000000;0.519165624016;10.899999618530;0.568627389572
110;1.000000000000;0.568627389572;11.000000000000;0.613001194754
111;1.000000000000;0.613001194754;11.100000381470;0.652810420408
112;1.000000000000;0.652810420408;11.199999809265;0.688524609009
113;1.000000000000;0.688524609009;11.300000190735;0.720565002823
114;1.000000000000;0.720565002823;11.399999618530;0.749309512386
115;1.000000000000;0.749309512386;11.500000000000;0.775097173886
116;1.000000000000;0.775097173886;11.600000381470;0.798232148035
117;1.000000000000;0.798232148035;11.699999809265;0.818987307585
118;1.000000000000;0.818987307585;11.800000190735;0.837607455816
119;1.000000000000;0.837607455816;11.899999618530;0.854312213940
120;1.000000000000;0.854312213940;12.000000000000;0.869298611499
121;1.000000000000;0.869298611499;12.100000381470;0.882743410288
122;1.000000000000;0.882743410288;12.199999809265;0.894805189229
123;1.000000000000;0.894805189229;12.300000190735;0.905626214780
124;1.000000000000;0.905626214780;12.399999618530;0.915334118940
125;1.000000000000;0.915334118940;12.500000000000;0.924043404650
126;1.000000000000;0.924043404650;12.600000381470;0.931856796328
127;1.000000000000;0.931856796328;12.699999809265;0.938866451487
128;1.000000000000;0.938866451487;12.800000190735;0.945155047717
129;1.000000000000;0.945155047717;12.899999618530;0.950796757852
130;1.000000000000;0.950796757852;13.000000000000;0.955858124820
131;1.000000000000;0.955858124820;13.100000381470;0.960398846512
132;1.000000000000;0.960398846512;13.199999809265;0.964472479903
133;1.000000000000;0.964472479903;13.300000190735;0.968127072748
134;1.000000000000;0.968127072748;13.399999618530;0.971405730294
135;1.000000000000;0.971405730294;13.500000000000;0.974347123703
136;1.000000000000;0.974347123703;13.600000381470;0.976985946168
137;1.000000000000;0.976985946168;13.699999809265;0.979353322113
138;1.000000000000;0.979353322113;13.800000190735;0.981477174300
139;1.000000000000;0.981477174300;13.899999618530;0.983382553175
140;1.000000000000;0.983382553175;14.000000000000;0.985091932329
141;1.000000000000;0.985091932329;14.100000381470;0.986625473575
142;1.000000000000;0.986625473575;14.199999809265;0.988001264749
143;1.000000000000;0.988001264749;14.300000190735;0.989235533053
144;1.000000000000;0.989235533053;14.399999618530;0.990342836456
145;1.000000000000;0.990342836456;14.500000000000;0.991336235395
146;1.000000000000;0.991336235395;14.600000381470;0.992227446829
147;1.000000000000;0.992227446829;14.699999809265;0.993026982432
148;1.000000000000;0.993026982432;14.800000190735;0.993744272579
149;1.000000000000;0.993744272579;14.899999618530;0.994387777575
150;1.000000000000;0.994387777575;15.000000000000;0.994965087442
151;0.000000000000;0.994965087442;15.100000381470;0.920483011445
152;0.000000000000;0.920483011445;15.199999809265;0.826572658400
153;0.000000000000;0.826572658400;15.300000190735;0.741567633734
154;0.000000000000;0.741567633734;15.399999618530;0.665285744744
155;0.000000000000;0.665285744744;15.500000000000;0.596850123045
156;0.000000000000;0.596850123045;15.600000381470;0.535454220198
157;0.000000000000;0.535454220198;15.699999809265;0.480373900607
158;0.000000000000;0.480373900607;15.800000190735;0.430959502556
159;0.000000000000;0.430959502556;15.899999618530;0.386628192350
160;0.000000000000;0.386628192350;16.000000000000;0.346857090359
161;0.000000000000;0.346857090359;16.100000381470;0.311177103774
162;0.000000000000;0.311177103774;16.200000762940;0.279167393732
163;0.000000000000;0.279167393732;16.299999237061;0.250450411607
164;0.000000000000;0.250450411607;16.399999618530;0.224687445894
165;0.000000000000;0.224687445894;16.500000000000;0.201574627161
166;0.000000000000;0.201574627161;16.600000381470;0.180839343977
167;0.000000000000;0.180839343977;16.700000762940;0.162237027500
168;0.000000000000;0.162237027500;16.799999237061;0.145548266838
169;0.000000000000;0.145548266838;16.899999618530;0.130576221137
170;0.000000000000;0.130576221137;17.000000000000;0.117144297881
171;0.000000000000;0.117144297881;17.100000381470;0.105094070012
172;0.000000000000;0.105094070012;17.200000762940;0.094283407314
173;0.000000000000;0.094283407314;17.299999237061;0.084584800015
174;0.000000000000;0.084584800015;17.399999618530;0.075883854831
175;0.000000000000;0.075883854831;17.500000000000;0.068077945718
176;0.000000000000;0.068077945718;17.600000381470;0.061075003419
177;0.000000000000;0.061075003419;17.700000762940;0.054792429519
178;0.000000000000;0.054792429519;17.799999237061;0.049156122220
179;0.000000000000;0.049156122220;17.899999618530;0.044099602315
180;0.000000000000;0.044099602315;18.000000000000;0.039563229086
181;0.000000000000;0.039563229086;18.100000381470;0.035493496847
182;0.000000000000;0.035493496847;18.200000762940;0.031842403856
183;0.000000000000;0.031842403856;18.299999237061;0.028566886146
184;0.000000000000;0.028566886146;18.399999618530;0.025628309588
185;0.000000000000;0.025628309588;18.500000000000;0.022992014216
186;0.000000000000;0.022992014216;18.600000381470;0.020626905410
187;0.000000000000;0.020626905410;18.700000762940;0.018505087149
188;0.000000000000;0.018505087149;18.799999237061;0.016601532977
189;0.000000000000;0.016601532977;18.899999618530;0.014893790825
190;0.000000000000;0.014893790825;19.000000000000;0.013361718189
191;0.000000000000;0.013361718189;19.100000381470;0.011987244554
192;0.000000000000;0.011987244554;19.200000762940;0.010754158258
193;0.000000000000;0.010754158258;19.299999237061;0.009647915275
194;0.000000000000;0.009647915275;19.399999618530;0.008655467673
195;0.000000000000;0.008655467673;19.500000000000;0.007765109715
196;0.000000000000;0.007765109715;19.600000381470;0.006966339795
197;0.000000000000;0.006966339795;19.700000762940;0.006249736567
198;0.000000000000;0.006249736567;19.799999237061;0.005606847830
199;0.000000000000;0.005606847830;19.899999618530;0.005030090828
200;0.000000000000;0.005030090828;20.000000000000;0.004512662821
201;0.000000000000;0.004512662821;20.100000381470;0.004048460838
202;1.000000000000;0.004048460838;20.200000762940;0.078632009705
203;1.000000000000;0.078632009705;20.299999237061;0.172633397456
204;1.000000000000;0.172633397456;20.399999618530;0.257720092404
205;1.000000000000;0.257720092404;20.500000000000;0.334075250538
206;1.000000000000;0.334075250538;20.600000381470;0.402576604437
207;1.000000000000;0.402576604437;20.700000762940;0.464031477841
208;1.000000000000;0.464031477841;20.799999237061;0.519164701892
209;1.000000000000;0.519164701892;20.899999618530;0.568626562304
210;1.000000000000;0.568626562304;21.000000000000;0.613000452584
211;1.000000000000;0.613000452584;21.100000381470;0.652809754583
212;1.000000000000;0.652809754583;21.200000762940;0.688524011674
213;1.000000000000;0.688524011674;21.299999237061;0.720564466934
214;1.000000000000;0.720564466934;21.399999618530;0.749309031622
215;1.000000000000;0.749309031622;21.500000000000;0.775096742577
216;1.000000000000;0.775096742577;21.600000381470;0.798231761093
217;1.000000000000;0.798231761093;21.700000762940;0.818986960447
218;1.000000000000;0.818986960447;21.799999237061;0.837607144386
219;1.000000000000;0.837607144386;21.899999618530;0.854311934546
220;1.000000000000;0.854311934546;22.000000000000;0.869298360845
221;1.000000000000;0.869298360845;22.100000381470;0.882743185418
222;1.000000000000;0.882743185418;22.200000762940;0.894804987491
223;1.000000000000;0.894804987491;22.299999237061;0.905626033794
224;1.000000000000;0.905626033794;22.399999618530;0.915333956572
225;1.000000000000;0.915333956572;22.500000000000;0.924043258984
226;1.000000000000;0.924043258984;22.600000381470;0.931856665646
227;1.000000000000;0.931856665646;22.700000762940;0.938866334248
228;1.000000000000;0.938866334248;22.799999237061;0.945154942538
229;1.000000000000;0.945154942538;22.899999618530;0.950796663492
230;1.000000000000;0.950796663492;23.000000000000;0.955858040166
231;1.000000000000;0.955858040166;23.100000381470;0.960398770566
232;1.000000000000;0.960398770566;23.200000762940;0.964472411770
233;1.000000000000;0.964472411770;23.299999237061;0.968127011623
234;1.000000000000;0.968127011623;23.399999618530;0.971405675457
235;1.000000000000;0.971405675457;23.500000000000;0.974347074507
236;1.000000000000;0.974347074507;23.600000381470;0.976985902033
237;1.000000000000;0.976985902033;23.700000762940;0.979353282518
238;1.000000000000;0.979353282518;23.799999237061;0.981477138778
239;1.000000000000;0.981477138778;23.899999618530;0.983382521307
240;1.000000000000;0.983382521307;24.000000000000;0.985091903739
241;1.000000000000;0.985091903739;24.100000381470;0.986625447926
242;1.000000000000;0.986625447926;24.200000762940;0.988001241738
243;1.000000000000;0.988001241738;24.299999237061;0.989235512410
244;1.000000000000;0.989235512410;24.399999618530;0.990342817935
245;1.000000000000;0.990342817935;24.500000000000;0.991336218780
246;1.000000000000;0.991336218780;24.600000381470;0.992227431923
247;1.000000000000;0.992227431923;24.700000762940;0.993026969059
248;1.000000000000;0.993026969059;24.799999237061;0.993744260582
249;1.000000000000;0.993744260582;24.899999618530;0.994387766812
250;1.000000000000;0.994387766812;25.000000000000;0.994965077786
251;0.000000000000;0.994965077786;25.100000381470;0.920483002782
252;0.000000000000;0.920483002782;25.200000762940;0.826572650629
253;0.000000000000;0.826572650629;25.299999237061;0.741567626762
254;0.000000000000;0.741567626762;25.399999618530;0.665285738489
255;0.000000000000;0.665285738489;25.500000000000;0.596850117433
256;0.000000000000;0.596850117433;25.600000381470;0.535454215164
257;0.000000000000;0.535454215164;25.700000762940;0.480373896091
258;0.000000000000;0.480373896091;25.799999237061;0.430959498505
259;0.000000000000;0.430959498505;25.899999618530;0.386628188715
260;0.000000000000;0.386628188715;26.000000000000;0.346857087098
261;0.000000000000;0.346857087098;26.100000381470;0.311177100848
262;0.000000000000;0.311177100848;26.200000762940;0.279167391107
263;0.000000000000;0.279167391107;26.299999237061;0.250450409253
264;0.000000000000;0.250450409253;26.399999618530;0.224687443781
265;0.000000000000;0.224687443781;26.500000000000;0.201574625266
266;0.000000000000;0.201574625266;26.600000381470;0.180839342277
267;0.000000000000;0.180839342277;26.700000762940;0.162237025974
268;0.000000000000;0.162237025974;26.799999237061;0.145548265469
269;0.000000000000;0.145548265469;26.899999618530;0.130576219910
270;0.000000000000;0.130576219910;27.000000000000;0.117144296780
271;0.000000000000;0.117144296780;27.100000381470;0.105094069024
272;0.000000000000;0.105094069024;27.200000762940;0.094283406427
273;0.000000000000;0.094283406427;27.299999237061;0.084584799220
274;0.000000000000;0.084584799220;27.399999618530;0.075883854118
275;0.000000000000;0.075883854118;27.500000000000;0.068077945078
276;0.000000000000;0.068077945078;27.600000381470;0.061075002844
277;0.000000000000;0.061075002844;27.700000762940;0.054792429004
278;0.000000000000;0.054792429004;27.799999237061;0.049156121758
279;0.000000000000;0.049156121758;27.899999618530;0.044099601901
280;0.000000000000;0.044099601901;28.000000000000;0.039563228714
281;0.000000000000;0.039563228714;28.100000381470;0.035493496513
282;0.000000000000;0.035493496513;28.200000762940;0.031842403557
283;0.000000000000;0.031842403557;28.299999237061;0.028566885877
284;0.000000000000;0.028566885877;28.399999618530;0.025628309348
285;0.000000000000;0.025628309348;28.500000000000;0.022992014000
286;0.000000000000;0.022992014000;28.600000381470;0.020626905216
287;0.000000000000;0.020626905216;28.700000762940;0.018505086975
288;0.000000000000;0.018505086975;28.799999237061;0.016601532821
289;0.000000000000;0.016601532821;28.899999618530;0.014893790685
290;0.000000000000;0.014893790685;29.000000000000;0.013361718063
291;0.000000000000;0.013361718063;29.100000381470;0.011987244441
292;0.000000000000;0.011987244441;29.200000762940;0.010754158157
293;0.000000000000;0.010754158157;29.299999237061;0.009647915184
294;0.000000000000;0.009647915184;29.399999618530;0.008655467591
295;0.000000000000;0.008655467591;29.500000000000;0.007765109642
296;0.000000000000;0.007765109642;29.600000381470;0.006966339729
297;0.000000000000;0.006966339729;29.700000762940;0.006249736509
298;0.000000000000;0.006249736509;29.799999237061;0.005606847777
299;0.000000000000;0.005606847777;29.899999618530;0.005030090781
300;0.000000000000;0.005030090781;30.000000000000;0.004512662778
